Contract Identifier,State Office Code,Contract Term,Acres Current,Mbf Current,Ccf Current,Value Sold
ORS06-TS-2013.0102,OR,36.0,169.0,2992.0,4877.0,846800.0
ORS06-TS-2013.0103,OR,36.0,293.0,5082.5,8284.5,902478.0
ORS06-TS-2013.0105,OR,36.0,302.0,6756.2,12785.1,555553.6
ORS06-TS-2013.0151,OR,12.0,2.0,32.0,52.2,9014.4
ORS06-TS-2014.0101,OR,36.0,275.0,4897.0,7982.1,1800975.5
ORS06-TS-2014.0102,OR,36.0,159.0,4021.0,6554.2,1208254.77
ORS06-TS-2014.0103,OR,36.0,163.0,3388.0,5522.4,779555.3
ORS06-TS-2014.0104,OR,36.0,33.0,764.0,1245.3,235388.4
ORS06-TS-2014.0151,OR,12.0,1.0,17.0,27.7,5142.5
ORS06-TS-2015.0101,OR,36.0,203.0,4306.0,7018.8,1850194.0
ORS06-TS-2015.0102,OR,36.0,398.0,10081.0,16432.0,4150867.4
ORS06-TS-2016.0101,OR,36.0,202.0,4865.0,7930.0,1778647.2
ORS06-TS-2016.0102,OR,36.0,130.0,3755.0,6120.7,1096299.4
ORS06-TS-2016.0151,OR,12.0,1.0,87.0,141.8,32607.6
ORV00-TS-2016.0004,OR,24.0,221.0,991.0,1615.3,94208.56
ORV05-TS-2015.0001,OR,36.0,56.0,280.0,456.4,16556.02
ORV05-TS-2016.0004,OR,24.0,221.0,991.0,1615.3,94208.56
ORV05-TS-2016.0006,OR,24.0,81.0,693.0,1129.6,45701.14
ORV05-TS-2016.0009,OR,6.0,142.0,244.6,398.7,7527.0
ORV05-TS-2016.0010,OR,18.0,524.0,2525.0,4115.8,44709.94
ORV05-TS-2017.0001,OR,36.0,127.0,423.0,689.5,56675.0
ORW00-TS-2013.0001,OR,12.0,18.0,29.0,47.3,1012.1
ORW02-TS-2018.0001,OR,36.0,115.0,591.0,963.3,35566.38
ORW03-TS-2013.0002,OR,12.0,26.0,242.6,395.4,8733.6
WY02-TS-2012.0001,WY,24.0,50.0,255.0,489.7,3000.0
WY08-TS-2010.0001,WY,36.0,123.0,624.0,1368.0,6214.68
WY09-TS-2010.0001,WY,30.0,346.0,2125.0,4140.0,10782.0
WYD00-TS-2016.0002,WY,36.0,173.1,2116.0,3449.1,45917.2
WYD03-TS-2014.0001,WY,24.0,12.2,340.0,554.2,4981.0
WYD03-TS-2015.0001,WY,24.0,33.0,614.0,1000.8,10665.18
WYD03-TS-2015.0002,WY,24.0,38.4,652.0,1062.8,16378.24
WYD03-TS-2016.0002,WY,36.0,173.1,2116.0,3449.1,45917.2
WYD03-TS-2017.0001,WY,36.0,44.7,400.0,652.0,8820.0
WYD03-TS-2017.1702,WY,18.0,38.0,249.0,405.9,3735.0
WYD03-TS-2017.1703,WY,36.0,110.0,1293.0,2107.6,33760.23
WYD03-TS-2018.1801,WY,24.0,42.0,462.0,753.1,8316.0
WYD03-TS-2018.1802,WY,36.0,79.0,711.0,1158.9,13198.5
WYD03-TS-2019.1901,WY,36.0,70.5,1423.0,2319.5,14502.1
WYD09-TS-2015.0001,WY,36.0,228.0,2350.0,3830.5,77470.8
WYP07-TS-2016.0001,WY,30.0,137.0,610.1,994.5,15862.6
WYP07-TS-2018.0001,WY,24.0,35.0,230.0,374.9,13682.0
WYP08-TS-2012.0001,WY,36.0,38.0,118.6,193.3,9412.0
WYP08-TS-2014.0001,WY,36.0,156.0,753.1,1227.6,68287.0
WYP08-TS-2017.0001,WY,24.0,35.0,113.0,184.2,6504.4
WYP08-TS-2018.0001,WY,36.0,70.0,289.0,471.1,29999.7
WYP08-TS-2018.0005,WY,36.0,200.0,900.0,1467.0,62741.25
WYP08-TS-2019.0001,WY,36.0,116.65,233.6,380.8,13460.2
WYR05-TS-2013.0001,WY,36.0,55.0,250.0,407.5,3250.0
WYR05-TS-2014.0001,WY,36.0,112.0,450.0,733.5,9463.5
WYR05-TS-2015.0001,WY,36.0,92.0,365.0,595.0,5475.0
